"id","gender","age","attnpassed","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
83,1,58,0,100,89,86,100,100,100,100,100,92,82,0,7,13,0,0,13,10,0,76,100,100,100,77,76,90,77,100,13,0,0,15,50,0,24,10,0,100,81,100,100,85,88,100,77,97,78,9,0,11,0,0,14,37,0,84,77,50,100,92,65,51,89,86,90,0,24,7,0,0,61,66,12,100,85,91,87,100,79,100,100,94,77,0,0,20,0,12,0,0,0,100,88,91,90,76,100,100,83,100,84,0,15,13,38,16,16,24,14,64,61,100,92,66,100,100,76,76,79,24,0,0,0,10,10,0,19,100,76,90,92,100,89,87,100,100,76,8,0,4,0,7,0,0,8,76,100,100,100,100,100,100,79,100,62,0,0,0,0,8,8,60,0,90,67,88,100,76,77,77,50,90,100,86,100,64,100,61,87,89,78,0,9,0,0,15,6,50,9,9,71,100,84,50,76,50,50,58,33,25,10,0,0,13,21,12,25,0,77,0,100,65,84,65,87,100,83,0,11,0,6,12,10,25,8,34,100,77,64,100,100,100,100,100,88,0,11,0,8,0,0,0,0,0,74,99,100,82,100,83,100,100,87,8,0,9,24,11,0,20,6,9,90,69,76,100,89,100,92,87,85,35,63,11,8,12,12,9,36,50,65,61,100,76,100,86,100,86,64,50,24,38,15,11,23,11,0,65,64,77,86,100,100,100,100,100,80,0,0,0,0,0,0,0,0,2,62,50,64,97,75,87,100,85,100,67,16,69,51,71,69,53,50,33,0,33,51,33,17,17,34,16,50
84,2,54,0,50,50,95,100,100,84,91,100,51,50,0,0,10,0,0,0,0,100,100,50,100,99,100,96,100,100,50,50,0,50,10,0,0,50,50,50,71,50,50,80,50,100,3,51,75,50,50,0,0,0,0,7,50,50,85,50,96,50,87,100,50,0,95,15,1,50,0,0,0,0,50,65,51,68,50,93,50,100,57,100,0,50,0,0,0,1,0,0,0,51,71,100,50,50,50,50,82,50,0,16,3,100,50,0,0,0,0,100,88,6,12,0,100,50,50,50,50,50,1,0,12,21,0,0,0,100,100,80,50,50,100,6,50,50,50,50,0,0,7,0,0,0,0,50,100,50,78,88,50,50,50,50,50,50,50,1,1,50,0,0,2,12,3,2,50,50,0,50,50,50,81,51,50,50,50,50,50,67,50,50,21,50,50,0,0,1,0,0,14,50,50,28,50,50,52,59,50,50,0,17,6,50,0,100,0,0,2,50,81,50,50,97,100,55,100,0,50,0,0,1,0,0,0,50,1,85,100,98,50,100,100,100,98,50,0,15,0,1,0,0,1,0,14,100,100,100,50,50,100,100,100,0,12,50,13,50,50,0,0,0,0,50,50,100,74,86,50,80,95,0,0,50,0,0,0,17,0,0,12,50,50,92,100,100,93,51,100,0,0,0,0,0,0,50,50,0,50,50,50,100,50,100,100,100,50,0,50,50,77,0,61,21,100,50,50,50,18,0,50,50,5,0,0,50,28,74,50,86,72,16,50,67,72,16,16,33,16,15,16,15,16,28
85,2,30,1,42,67,51,50,76,91,81,51,50,41,27,35,4,48,15,50,65,50,65,100,66,68,59,71,68,68,62,48,50,49,28,25,45,6,60,42,78,74,50,50,50,50,50,50,50,42,50,50,50,50,50,50,50,28,51,55,76,42,65,50,50,50,92,50,50,50,50,28,50,50,50,50,50,70,72,57,51,79,50,79,50,50,50,50,50,49,12,13,50,37,50,66,68,67,75,69,89,65,64,17,32,50,27,50,27,50,70,49,50,51,73,50,50,63,75,77,50,50,6,50,46,19,8,32,50,48,50,60,50,51,99,65,50,98,50,50,51,50,50,50,15,50,33,50,51,74,76,97,65,50,50,60,40,50,65,49,56,58,23,77,75,57,50,50,37,50,49,26,49,50,47,50,50,50,50,51,50,30,58,50,43,43,50,50,15,47,15,51,47,59,91,50,50,92,50,90,78,50,13,51,50,50,50,44,50,40,50,50,50,47,50,50,60,50,60,50,40,50,43,50,50,48,50,50,35,50,69,50,99,93,50,50,51,49,50,55,47,66,50,39,43,45,34,47,98,69,98,97,99,51,80,92,42,51,30,50,50,12,9,50,50,50,50,50,62,50,57,51,50,50,22,59,50,50,50,61,50,50,47,50,79,50,76,70,50,50,66,50,37,50,50,23,49,50,7,50,61,50,85,64,45,77,48,77,100,47,56,52,51,50,21,50,48,50,50,50,51,50,50,71,55,51,50,50,51,32,0,49,67,50,86,82,1,84,34,100,99,15,85,99,50,100
86,1,43,1,79,93,94,91,95,90,96,95,92,94,46,90,10,22,15,22,88,24,91,76,97,80,91,94,95,80,95,92,42,67,18,28,14,29,76,31,94,94,76,97,97,97,95,95,93,94,85,76,24,89,87,76,96,93,76,92,93,74,87,89,82,90,95,94,43,90,75,24,25,33,85,36,94,83,95,88,92,90,94,96,95,93,39,82,23,11,10,21,46,20,86,87,94,92,89,90,92,91,90,92,73,72,90,67,40,37,46,44,94,94,77,91,92,94,77,92,93,96,67,91,25,11,17,47,76,26,95,93,96,84,94,91,92,73,91,94,36,13,10,24,9,30,69,20,95,86,93,97,90,92,96,91,76,96,82,83,29,73,77,76,91,78,94,89,95,96,95,93,93,94,97,86,95,95,96,92,93,91,95,92,59,26,87,25,15,28,42,21,84,76,77,90,79,94,91,76,91,89,76,77,91,72,78,48,87,91,89,80,64,77,92,77,85,96,90,94,75,9,83,91,26,84,24,64,91,95,95,76,87,93,95,91,93,96,35,46,90,93,6,37,17,8,87,90,95,92,90,89,95,98,93,91,9,87,38,76,6,53,15,21,89,93,78,91,93,92,88,94,92,96,71,88,68,79,39,55,44,10,47,92,92,92,95,97,93,92,93,90,73,57,83,89,52,60,28,31,91,92,91,49,94,95,93,94,90,77,11,14,12,91,10,31,8,21,78,91,77,90,89,95,89,92,95,76,52,52,52,15,70,54,55,72,8,6,15,33,14,15,7,34,0,43
87,1,55,1,100,50,86,90,89,96,96,91,76,50,0,50,11,0,9,50,85,65,0,100,95,50,86,91,76,77,68,50,0,50,0,0,0,5,90,50,50,0,100,50,50,99,100,50,50,50,50,50,50,27,12,0,100,2,50,84,100,100,77,90,50,50,87,50,4,50,0,9,10,2,86,51,95,35,50,51,100,85,100,100,100,51,0,50,0,0,0,50,0,0,76,89,98,100,84,100,5,76,85,50,0,50,0,0,0,9,50,0,90,81,94,98,91,25,100,90,51,51,0,10,0,0,2,8,94,50,100,0,89,92,100,23,88,100,50,52,25,51,0,3,0,0,50,84,100,89,97,100,78,88,81,83,100,51,12,9,8,1,3,51,86,17,88,15,50,93,50,50,100,90,50,100,50,50,50,50,50,50,93,50,0,0,50,0,0,0,10,0,0,51,100,22,76,100,50,77,50,50,13,6,14,50,0,50,2,0,50,50,50,100,50,51,90,50,50,9,13,4,6,0,0,0,9,0,0,26,50,50,100,100,84,94,91,100,0,0,11,4,0,0,1,0,0,50,100,50,91,100,88,50,100,50,0,6,6,50,0,51,0,0,50,50,94,50,100,100,100,98,94,50,12,6,0,10,23,27,0,0,50,50,76,51,50,91,86,100,97,50,0,52,50,0,0,50,0,0,7,50,50,50,94,100,50,50,100,50,51,25,0,8,1,0,0,50,1,50,51,50,96,50,50,82,50,100,51,50,51,50,52,50,51,50,50,50,50,50,50,50,52,50,50,51
88,2,25,1,100,26,50,74,76,75,72,52,76,65,25,50,26,26,26,27,22,25,74,100,27,67,59,50,76,69,30,50,26,27,34,27,23,50,22,28,75,68,100,24,75,65,74,73,26,29,26,26,50,23,31,25,50,27,71,74,65,100,75,65,78,73,78,65,28,28,26,26,28,32,31,39,72,77,66,64,100,50,71,50,79,26,26,28,26,24,26,50,25,24,74,68,71,73,74,100,50,24,73,50,24,74,34,28,25,26,35,25,50,70,50,64,75,69,100,65,72,64,28,27,31,35,28,25,50,31,66,50,50,76,63,47,52,100,74,76,29,25,24,50,25,50,28,27,72,75,29,50,31,74,69,50,100,25,24,50,31,25,28,71,25,50,50,61,50,26,23,50,73,50,61,100,50,72,65,75,50,68,76,50,28,26,50,33,27,26,26,47,33,78,100,76,78,77,50,67,83,28,28,33,27,50,24,50,27,25,29,29,75,100,73,73,50,75,61,72,27,29,25,28,25,25,27,29,67,68,75,67,99,77,78,74,77,68,27,27,24,25,24,23,27,27,29,63,78,75,75,98,74,77,80,75,27,26,50,25,26,68,25,36,25,65,77,74,63,68,99,66,83,52,50,27,26,48,29,28,24,25,25,60,78,72,76,75,76,100,75,50,25,25,28,30,21,22,26,25,50,75,77,77,78,77,78,77,100,74,50,24,25,26,23,50,26,50,27,76,66,50,76,70,50,84,50,99,31,29,62,65,31,96,49,50,28,13,30,14,15,15,18,17,16,14
89,2,26,1,100,94,98,87,93,94,94,61,52,51,51,0,8,11,11,14,62,10,96,100,87,100,91,96,88,50,54,54,52,17,13,23,12,5,14,8,93,93,100,91,90,70,91,92,92,0,16,10,8,10,22,31,4,15,93,4,89,100,93,96,93,11,92,64,66,9,9,7,5,14,30,6,100,94,86,89,100,90,100,91,89,94,43,14,21,93,7,7,4,11,5,50,92,89,89,100,89,92,69,51,84,15,5,16,15,24,10,23,85,6,93,13,90,91,100,94,88,0,51,11,20,0,13,16,6,70,86,99,84,89,76,25,93,100,84,51,71,2,13,23,13,17,9,65,90,97,89,96,93,92,89,94,100,50,52,15,76,4,52,50,19,20,54,51,51,52,50,89,1,52,50,100,51,16,76,52,65,97,53,54,12,54,6,52,50,8,30,17,51,51,100,19,33,92,52,53,51,51,8,12,17,66,39,26,6,7,0,24,54,100,94,89,89,82,93,76,9,11,19,93,23,23,4,14,17,51,85,90,100,84,90,90,88,85,24,19,15,14,5,7,50,12,51,28,97,83,96,100,84,90,92,87,15,3,50,69,13,14,13,12,50,85,54,98,85,89,100,87,80,6,8,50,5,13,38,4,12,6,51,24,51,84,50,84,90,100,25,93,9,8,70,13,7,3,50,6,11,53,51,90,12,75,100,89,100,92,34,8,7,28,14,77,24,10,51,65,52,86,56,50,69,44,16,100,70,50,95,97,93,88,50,68,86,15,31,30,31,30,15,16,15,84
90,2,20,1,100,58,93,85,81,77,96,82,75,58,35,20,37,12,19,20,63,87,63,100,84,64,28,76,20,29,77,67,8,56,34,12,56,40,60,13,50,63,100,66,40,20,26,18,84,56,41,66,23,8,26,41,37,40,62,59,63,100,63,53,18,64,85,64,16,73,12,47,18,62,69,24,74,12,30,71,100,35,66,80,68,63,65,11,18,20,15,10,20,75,12,69,10,49,23,100,15,26,64,58,68,66,13,12,39,36,68,24,76,11,76,30,69,4,100,67,65,74,26,10,2,15,32,25,63,87,82,30,67,65,77,15,76,100,32,41,29,25,30,12,14,12,29,79,21,70,76,64,65,89,85,26,100,70,41,59,11,55,63,70,69,13,80,51,93,85,65,77,74,78,88,100,64,85,60,71,18,76,38,65,58,34,62,11,24,18,18,13,18,73,100,22,35,63,21,31,81,71,35,38,28,75,58,13,28,5,34,65,23,100,24,56,73,67,75,56,64,26,41,31,14,33,57,14,66,58,61,75,100,81,73,71,86,90,12,38,26,19,16,18,19,28,17,66,77,64,64,100,63,75,80,84,33,20,64,68,8,44,26,8,24,35,38,67,39,71,100,41,55,15,50,58,72,64,28,22,12,15,50,61,39,78,74,77,67,100,79,53,44,37,29,17,25,14,23,19,38,43,58,64,68,76,64,76,100,41,69,15,84,20,70,12,86,65,18,38,36,20,69,42,41,66,61,100,24,36,37,36,34,46,24,41,16,15,0,58,17,23,17,18,8,17
91,1,26,0,100,50,100,85,94,87,100,86,100,50,15,7,22,8,0,0,50,52,76,100,89,86,65,50,78,50,97,22,9,18,0,17,15,33,15,20,100,100,100,92,89,97,100,87,100,41,13,24,13,7,24,15,23,11,92,79,97,100,90,77,100,52,100,81,20,6,51,27,0,36,26,0,97,54,87,80,100,75,99,99,89,51,0,8,0,11,24,22,25,28,96,87,100,100,70,100,50,60,68,51,16,0,17,22,21,0,35,23,99,87,100,100,78,97,100,90,100,51,36,0,24,0,21,27,41,77,100,76,95,75,89,64,100,100,69,50,23,4,0,0,78,5,11,50,96,95,100,90,64,100,100,100,100,70,50,25,8,70,22,50,55,75,95,26,80,94,80,50,100,50,100,100,27,70,69,51,35,49,50,50,12,26,0,25,38,13,4,9,50,50,100,95,50,84,82,100,81,50,0,9,0,9,9,0,7,4,40,50,11,100,76,100,100,90,100,74,59,18,7,5,3,14,9,8,25,67,99,77,100,100,79,50,100,81,6,16,12,0,25,14,11,0,30,48,100,99,100,100,100,100,95,85,21,27,11,0,18,20,0,1,24,50,100,98,76,87,100,89,100,51,12,63,26,53,0,16,24,14,24,50,33,48,75,77,52,50,100,98,19,45,22,0,8,51,13,19,50,49,84,100,96,86,95,99,100,77,50,16,68,50,12,52,52,75,18,47,41,75,75,50,30,51,71,100,50,33,50,50,50,35,51,43,33,32,68,85,70,66,83,16,85,50
92,1,37,0,100,70,91,73,91,83,94,99,72,77,25,16,20,15,10,20,27,67,78,100,91,91,73,87,78,75,85,31,4,18,14,35,22,24,31,11,94,77,100,90,75,92,69,69,82,86,61,32,18,16,19,9,13,21,80,86,92,100,34,84,88,62,99,94,27,65,18,15,20,18,75,15,93,76,74,76,100,83,85,95,86,78,26,37,64,28,19,23,9,23,86,86,95,92,78,100,89,82,88,76,64,30,22,15,15,34,18,19,94,78,86,83,92,92,100,91,83,80,67,36,25,14,24,22,15,74,89,57,89,82,93,23,91,100,90,78,10,20,10,18,8,20,5,41,78,86,90,94,81,96,88,83,100,90,20,22,14,19,17,17,19,25,72,62,79,85,17,85,76,69,77,100,71,82,78,77,78,71,70,22,30,20,44,15,32,20,45,19,33,70,100,83,78,89,74,73,64,70,31,11,23,68,28,20,73,17,17,88,80,100,93,83,88,86,91,27,17,9,19,19,19,10,30,21,19,81,85,96,100,95,92,84,91,94,17,18,9,29,11,18,18,6,25,69,89,99,94,100,86,89,92,81,16,37,25,29,13,36,29,8,68,77,76,83,90,95,100,95,97,66,15,27,33,39,27,65,31,13,32,81,76,72,89,96,97,100,97,68,28,35,25,25,14,25,23,9,25,61,71,95,88,99,94,97,100,86,19,13,12,10,20,27,70,12,18,34,77,80,78,77,26,64,85,100,50,70,70,75,50,57,65,81,43,25,24,58,14,22,7,16,8,32
93,2,41,1,100,89,79,80,89,84,79,72,74,25,29,63,30,22,46,11,29,28,86,100,22,78,74,81,79,85,81,34,20,61,12,21,11,84,23,19,82,70,100,71,81,72,71,79,77,21,18,21,35,81,25,27,17,28,81,87,25,100,76,82,83,74,82,81,62,72,35,72,23,31,6,18,63,72,80,79,100,78,83,85,73,32,29,86,38,28,71,28,25,29,79,82,80,69,75,100,81,94,82,79,12,17,32,31,22,31,25,28,80,85,77,92,89,82,100,61,82,84,72,28,28,15,20,24,25,80,72,95,27,98,77,78,91,100,66,35,28,27,27,26,20,64,31,30,86,76,83,97,83,89,77,73,100,16,70,24,72,81,26,28,27,26,29,23,71,33,29,32,16,55,41,100,76,80,39,66,80,71,87,82,72,30,82,58,31,30,74,30,85,31,100,79,84,87,81,87,70,17,21,21,81,76,85,70,31,72,73,70,82,100,88,79,71,73,82,87,21,14,25,30,22,59,26,21,36,66,77,77,100,75,88,80,21,72,24,24,12,80,30,14,25,74,75,87,79,84,77,100,94,93,83,79,10,83,24,26,21,17,24,75,77,69,67,86,92,90,100,85,81,65,23,22,24,69,29,33,25,90,24,72,75,83,72,92,79,100,73,75,24,16,27,28,18,85,32,4,83,77,70,86,73,84,78,88,100,73,25,26,21,74,32,79,36,36,27,26,85,66,74,76,78,87,79,100,35,30,50,30,35,35,50,50,29,38,38,66,50,50,50,52,0,50
94,2,24,1,91,89,41,86,38,65,96,67,60,59,45,29,26,59,50,56,63,43,89,98,71,75,57,79,64,45,86,35,38,37,15,35,54,31,47,37,43,66,94,59,56,77,67,68,64,65,69,63,43,44,65,25,25,37,74,40,55,91,32,35,40,66,58,32,35,77,38,62,46,63,32,24,16,69,57,57,94,68,40,94,50,50,52,35,23,33,34,25,28,35,39,73,30,71,40,92,60,42,41,37,66,37,43,32,55,63,62,23,75,69,88,32,19,53,100,59,61,65,39,61,24,50,42,9,30,56,75,42,31,64,77,72,60,98,43,59,37,33,23,35,31,23,34,44,69,82,79,94,15,50,34,69,95,87,57,61,58,29,34,37,56,71,50,38,79,55,43,33,67,38,41,100,46,36,50,63,50,36,36,63,29,35,87,35,22,31,25,36,42,66,92,37,68,81,63,50,61,71,29,38,58,35,60,45,44,38,26,80,56,92,78,80,50,72,79,59,29,45,37,25,28,45,25,24,41,36,50,65,93,89,40,50,90,73,23,17,42,21,34,35,29,33,68,61,92,85,77,100,89,75,88,50,57,57,67,38,50,33,62,35,35,76,76,68,68,66,95,92,67,43,41,65,39,37,19,64,38,55,42,34,66,42,50,75,83,95,65,39,86,66,27,67,32,26,30,76,25,72,69,60,85,85,90,70,90,67,38,54,15,52,26,62,25,35,46,59,73,39,50,78,74,34,86,97,45,29,50,42,54,33,54,46,8,9,6,20,13,8,37,25,10,18
95,2,33,1,94,68,75,85,96,72,94,93,70,63,24,12,22,20,19,36,61,75,80,99,77,83,77,86,78,82,85,49,22,25,28,20,26,28,39,60,58,79,96,77,85,85,68,75,88,79,24,34,40,36,33,34,56,56,82,85,89,94,76,89,73,76,89,75,33,62,28,35,22,35,62,65,76,85,83,75,88,78,85,86,82,50,29,40,26,29,13,39,37,69,78,79,65,59,83,95,79,83,73,50,10,36,23,26,23,27,37,57,76,72,75,76,78,85,97,83,77,50,15,22,24,12,25,29,60,99,91,67,77,78,92,89,96,94,74,34,14,27,14,11,19,30,23,89,74,90,93,88,80,89,82,88,98,81,25,15,36,42,36,25,55,70,69,36,89,100,50,66,81,61,84,100,65,75,65,79,50,66,50,68,21,24,22,35,11,25,21,20,26,63,86,50,70,87,56,56,66,69,33,56,33,55,20,19,16,27,37,64,78,94,71,87,76,75,74,36,30,22,36,33,21,37,12,32,13,63,72,64,99,84,88,86,81,65,5,39,35,35,15,24,50,14,29,50,90,81,80,96,86,87,90,68,26,25,27,25,36,13,15,18,34,50,53,68,82,90,96,79,76,14,38,39,41,24,23,34,28,22,28,59,50,75,75,86,73,96,81,74,37,50,33,34,10,18,29,6,55,50,55,84,76,95,81,79,89,43,73,25,74,70,64,71,80,77,65,50,70,70,83,63,37,66,63,97,34,32,50,35,35,35,69,70,17,18,17,35,50,35,17,50,18,37
96,2,26,1,86,94,87,89,86,76,82,94,83,55,11,10,24,25,6,14,13,60,81,68,59,80,55,81,65,9,73,11,10,34,36,12,11,53,55,17,82,83,87,83,89,80,66,10,96,5,50,70,43,6,60,16,24,69,81,53,89,88,88,80,54,64,98,37,7,79,7,5,6,23,63,53,82,53,89,66,63,88,75,65,67,43,24,13,24,32,10,9,8,43,86,85,95,94,95,84,74,64,91,34,6,35,54,53,63,25,68,53,65,53,89,60,94,76,55,89,25,55,41,10,14,17,7,14,5,45,87,56,65,71,90,80,59,58,53,37,25,33,4,15,3,12,4,71,68,69,99,90,69,90,38,58,97,57,8,11,6,19,36,24,60,25,75,12,64,66,45,41,50,57,87,62,14,7,50,50,50,11,50,49,59,39,51,35,9,8,55,87,31,50,88,58,55,81,45,58,58,37,3,54,18,76,6,6,4,8,18,50,54,65,36,81,54,89,85,83,67,3,13,12,3,4,37,11,14,50,24,54,86,81,81,57,82,93,54,6,5,8,7,18,8,18,2,50,88,93,86,98,88,82,89,65,45,39,15,6,16,5,14,10,24,51,25,84,82,87,92,86,77,42,18,68,9,9,13,8,7,9,54,50,45,75,60,89,75,87,92,64,13,37,32,32,32,37,10,8,34,50,63,93,58,90,70,89,94,96,76,35,3,8,10,12,61,59,5,55,39,22,97,69,58,39,77,75,50,32,65,49,67,76,50,67,31,15,15,84,32,15,32,49,16,50
97,2,23,0,100,25,24,66,78,25,77,50,24,0,0,0,0,0,0,0,0,0,37,100,50,0,26,35,50,38,0,0,0,0,0,0,0,0,0,0,0,37,100,76,50,50,51,50,50,0,0,0,0,0,0,0,14,0,50,0,39,100,76,0,50,76,50,0,0,0,0,0,0,0,0,0,25,25,24,100,100,77,38,50,23,0,0,0,0,0,0,0,0,0,0,0,24,19,58,100,50,0,0,0,0,0,0,0,0,0,0,0,100,34,50,52,76,50,100,63,0,0,0,0,0,0,0,0,0,0,76,24,31,68,63,50,69,100,0,51,0,0,0,0,0,0,0,0,22,0,24,24,0,36,38,36,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,25,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,72,77,75,0,0,0,0,0,0,0,0,0,0,76,100,87,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,76,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,100,76,100,76,100,67,100,77,0,0,0,0,0,0,0,0,0,25,77,100,77,100,76,100,100,100,0,0,0,0,0,0,0,0,0,22,77,100,100,100,75,100,100,100,0,0,0,0,0,0,0,0,0,0,76,69,90,100,76,87,100,100,67,83,67,100,67,83,68,85,50,2,1,15,15,0,15,0,0,1
98,1,51,0,100,60,39,64,93,57,87,84,90,57,33,42,34,27,39,37,20,42,56,100,39,37,58,40,62,61,65,43,27,50,18,26,24,24,59,38,41,38,100,38,37,40,29,39,26,23,40,43,39,39,39,33,24,25,72,44,40,100,14,38,62,46,70,60,35,62,23,37,40,23,28,39,92,30,11,38,100,41,87,60,70,59,43,42,24,24,26,26,25,25,66,59,62,56,73,100,76,52,54,44,37,41,23,38,29,38,18,38,87,32,45,74,81,25,100,89,64,59,25,38,33,24,27,35,26,38,85,41,61,56,87,59,92,100,60,25,45,39,30,37,46,37,25,35,80,67,72,86,84,81,70,74,100,61,25,34,40,36,31,26,41,39,63,41,68,75,78,67,59,75,65,100,65,64,69,76,35,76,67,67,41,39,41,32,24,32,22,33,37,64,100,57,65,61,34,37,63,46,36,36,25,38,41,41,42,38,63,64,62,100,66,66,68,65,61,73,40,44,37,39,24,41,27,38,41,66,61,66,100,95,89,77,88,89,37,35,38,24,26,37,34,38,32,62,83,70,79,100,88,92,87,65,36,41,37,35,44,25,25,29,34,66,59,41,75,72,100,64,81,52,50,44,36,27,30,43,31,42,41,71,60,67,81,78,67,100,94,66,33,55,25,32,26,35,37,25,28,79,55,76,76,94,88,66,100,71,60,42,41,41,50,34,43,34,38,60,37,61,75,56,57,58,64,100,15,36,51,50,33,32,30,15,31,29,34,72,33,35,50,34,15,35
99,2,44,1,83,35,82,28,10,9,20,7,27,26,35,27,19,13,17,31,40,23,10,31,78,36,15,34,22,9,29,74,50,25,25,35,26,33,24,29,10,31,64,70,5,12,39,24,60,62,17,17,36,79,23,25,82,20,36,29,11,50,10,13,31,13,23,50,29,38,8,26,25,17,23,25,16,75,22,16,81,14,6,82,31,25,25,28,22,26,23,33,14,70,34,1,95,12,28,45,31,13,16,24,27,32,10,57,34,35,22,25,24,25,9,22,25,5,29,11,27,31,12,35,35,34,29,71,24,31,38,44,33,41,11,4,35,30,42,33,69,18,38,52,22,38,77,21,35,77,21,19,11,70,35,68,52,69,61,24,50,60,66,35,38,10,22,33,18,42,13,29,24,65,22,84,65,67,77,82,70,81,77,84,22,69,64,26,11,30,26,45,56,9,75,23,70,93,80,70,67,70,29,9,37,46,32,34,14,14,8,63,68,38,62,50,90,67,74,32,33,17,24,31,43,16,11,67,13,75,89,22,72,75,87,84,66,75,16,64,44,28,10,78,28,74,30,91,87,68,75,68,81,97,88,80,30,70,24,31,12,22,22,31,37,41,85,86,82,69,85,68,70,30,16,60,10,19,67,7,30,67,53,89,74,68,78,91,67,81,93,80,24,33,94,10,24,40,39,76,30,71,80,72,76,94,95,86,87,88,7,76,33,20,16,21,14,48,33,65,77,63,59,82,96,83,79,81,53,47,72,72,58,76,53,43,61,15,19,69,30,5,34,10,12,79
100,2,31,1,55,100,95,100,76,75,76,0,50,76,9,0,4,6,9,24,76,50,75,76,87,100,75,58,25,50,50,78,1,94,24,77,12,24,77,22,100,25,100,75,77,76,100,25,99,0,0,24,24,24,24,0,76,0,76,75,97,76,75,0,100,0,100,25,25,76,2,0,3,13,77,53,100,24,100,77,77,51,76,7,97,0,23,24,0,11,24,87,77,1,76,7,50,77,76,100,100,0,76,76,0,25,0,9,0,0,76,24,100,77,24,50,100,75,50,0,76,0,11,24,25,25,0,0,8,0,14,25,25,3,24,86,0,76,0,77,76,77,100,100,100,29,100,50,76,50,100,100,51,50,50,25,100,77,75,50,50,50,49,24,76,25,50,24,76,77,99,26,24,76,50,100,77,76,52,50,24,25,99,85,13,77,25,12,0,100,50,76,24,76,75,82,77,76,76,81,100,91,25,24,77,0,24,24,24,100,25,24,79,100,100,50,100,85,100,100,0,76,0,13,25,25,25,100,24,100,88,99,76,100,99,75,100,99,77,77,24,50,77,77,0,99,100,100,100,100,77,100,100,77,100,98,76,50,23,25,0,50,0,78,50,24,77,99,100,79,100,100,100,76,77,50,14,77,50,76,24,75,78,50,100,100,23,76,100,93,76,78,50,100,75,91,77,24,77,100,100,77,99,100,100,99,100,100,100,100,0,77,0,76,11,0,100,90,24,76,76,99,100,100,100,98,100,50,55,70,50,68,50,87,98,15,35,1,0,15,0,0,1,14,0,33
